HHID,urban,year,month,index,inflation,ctotal,total_W,inctotal,wage_total,w_share,worker,ocupation,sex,age,father_educ,father_ocup,writeread,classeduc,region,familysize,wave,region2,region3,region4,female
H18103-04-03,0,2014,10,1070,1.06875102353536,639.0471243941138,0.0,,,,,,1.0,27.0,73.0,5.0,0.0,17.0,3.0,4,2013-2014,0,1,0,0
H18108-04-01,0,2014,3,1078,1.0965546293128199,1498.1671063287758,0.0,,,,,,2.0,39.0,,,0.0,15.0,3.0,7,2013-2014,0,1,0,1
H18202-04-02,0,2014,7,1082,1.0965546293128199,758.7780318278642,1090000.0,,,,0.0,nothing,1.0,25.0,12.0,19.0,0.0,16.0,3.0,4,2013-2014,0,1,0,0
H18204-04-01,0,2014,1,1088,1.0868319920274498,834.9947117832686,918000.0,184.95367614896054,,,0.0,farmer,2.0,59.0,14.0,19.0,0.0,,3.0,2,2013-2014,0,1,0,1
H18208-04-01,0,2014,1,1096,1.0868319920274498,1532.5546149820022,4160000.0,32314.661696563337,,,0.0,businessman,1.0,37.0,,,0.0,14.0,3.0,8,2013-2014,0,1,0,0
H18210-04-04,0,2014,8,1102,1.0731904059908899,3320.5515555308034,6950000.0,3391756.0012467154,,,0.0,businessman,1.0,33.0,71.0,19.0,0.0,36.0,3.0,7,2013-2014,0,1,0,0
H18301-04-07,0,2014,8,1110,1.07592128257322,850.216827683817,0.0,,,,,,1.0,32.0,,,0.0,17.0,3.0,7,2013-2014,0,1,0,0
H18302-04-01,0,2013,10,1111,1.07592128257322,280.96245742424986,1035000.0,,,,0.0,nothing,1.0,77.0,,,0.0,15.0,3.0,1,2013-2014,0,1,0,0
H18303-04-01,0,2013,10,1112,1.07592128257322,789.7128918395157,0.0,1394154.0373776557,,,0.0,businessman,1.0,37.0,,,0.0,15.0,3.0,6,2013-2014,0,1,0,0
H18311-04-01,0,2014,4,1118,1.0747256362995699,1266.3850793199795,0.0,,,,,,1.0,41.0,,,0.0,16.0,3.0,8,2013-2014,0,1,0,0
H18311-04-02,0,2014,10,1119,1.0747256362995699,1375.298224633002,0.0,,,,,,1.0,24.0,,19.0,0.0,41.0,1.0,3,2013-2014,0,0,0,0
H18803-04-01,0,2013,10,1138,1.06875102353536,710.3015298195385,0.0,,,,,,2.0,35.0,1.0,19.0,1.0,,3.0,9,2013-2014,0,1,0,1
H18807-04-02,0,2014,10,1145,1.0731904059908899,891.2820568204954,480000.0,,,,0.0,nothing,1.0,25.0,,,0.0,16.0,3.0,3,2013-2014,0,1,0,0
H19007-04-01,0,2014,5,1165,1.08515671048443,506.2730113730021,0.0,,,,0.0,nothing,2.0,31.0,,,1.0,,3.0,5,2013-2014,0,1,0,1
H19106-04-01,0,2014,8,1177,1.08552613447724,1494.656580281167,0.0,325.9100596286391,,,0.0,farmer,2.0,72.0,,,1.0,,3.0,3,2013-2014,0,1,0,1
H19206-04-01,0,2013,12,1191,1.0747256362995699,401.3384661171419,105000.0,35823.096332344736,,,0.0,businessman,1.0,57.0,,,1.0,11.0,3.0,1,2013-2014,0,1,0,0
H19207-04-01,0,2014,6,1192,1.0747256362995699,3341.0582040409636,0.0,307055.1114200978,,,0.0,businessman,1.0,76.0,,,0.0,34.0,3.0,4,2013-2014,0,1,0,0
H19212-04-03,0,2014,6,1198,1.0747256362995699,1927.813028184303,1940000.0,818813.630453594,,,0.0,businessman,1.0,25.0,,,0.0,41.0,3.0,4,2013-2014,0,1,0,0
H19401-04-01,1,2013,12,1199,1.0747256362995699,887.2752538248482,21475000.0,148875.20553701711,,,0.0,businessman,1.0,39.0,15.0,19.0,0.0,15.0,3.0,8,2013-2014,0,1,0,0
H19404-04-01,1,2014,6,1201,1.0747256362995699,1503.778328681257,1010000.0,,,,,,2.0,25.0,12.0,9.0,1.0,14.0,3.0,1,2013-2014,0,1,0,1
H19407-04-01,1,2013,12,1203,1.0731904059908899,2220.496834576312,230000.0,,,,0.0,nothing,1.0,39.0,,,0.0,51.0,3.0,6,2013-2014,0,1,0,0
H19504-04-02,1,2013,10,1208,1.07578104320216,1203.3372531285274,0.0,,,,,,1.0,26.0,,,0.0,16.0,3.0,1,2013-2014,0,1,0,0
H19605-04-01,1,2014,1,1219,1.07578104320216,1487.7859420847333,120730000.0,836601.4680097619,,,0.0,businessman,2.0,57.0,,,0.0,33.0,3.0,4,2013-2014,0,1,0,1
H19607-04-01,0,2014,8,1220,1.07578104320216,1034.6300026675133,4100000.0,15802.472173517725,,,0.0,businessman,2.0,74.0,,,1.0,,3.0,1,2013-2014,0,1,0,1
H19607-04-02,0,2014,8,1221,1.07578104320216,1021.5143165294368,290000.0,,,,,,1.0,37.0,,,0.0,17.0,3.0,3,2013-2014,0,1,0,0
H19607-04-03,0,2014,8,1222,1.07578104320216,2025.5650071325574,290000.0,461989.921778724,,,0.0,businessman,1.0,26.0,17.0,19.0,0.0,51.0,3.0,2,2013-2014,0,1,0,0
H19608-04-01,1,2014,8,1223,1.07578104320216,920.0384325460707,2175000.0,25098.04404029285,,,0.0,businessman,2.0,39.0,15.0,1.0,0.0,17.0,3.0,4,2013-2014,0,1,0,1
H19702-04-01,0,2013,10,1226,1.08552613447724,609.4788757150521,8150700.0,,,,0.0,nothing,1.0,48.0,,,0.0,16.0,3.0,1,2013-2014,0,1,0,0
H19702-04-02,1,2014,4,1227,1.08552613447724,3686.572663133221,3575301.0,1694109.3738711441,,,0.0,businessman,2.0,49.0,,,1.0,10.0,3.0,10,2013-2014,0,1,0,1
H19702-04-03,1,2014,4,1228,1.08552613447724,2024.901421613164,32575000.0,1943757.90041768,,,0.0,businessman,1.0,31.0,,,0.0,51.0,3.0,6,2013-2014,0,1,0,0
H19703-04-02,1,2014,7,1231,1.0693649877067402,696.0848066834488,0.0,32729.704452974212,,,0.0,businessman,1.0,25.0,1.0,19.0,0.0,31.0,3.0,3,2013-2014,0,1,0,0
H20010-04-03,1,2014,3,1249,1.07531979700378,4774.647704752112,0.0,13735448.785704892,,,0.0,businessman,1.0,34.0,,,0.0,,1.0,7,2013-2014,0,0,0,0
H20210-04-03,0,2014,7,1263,1.07578104320216,1406.1452875485406,0.0,224.2243328810921,,,0.0,farmer,1.0,19.0,,,0.0,17.0,3.0,3,2013-2014,0,1,0,0
H20503-04-01,1,2013,9,1283,1.06875102353536,1895.2948448184038,0.0,421052.228339795,,,0.0,businessman,1.0,41.0,,,0.0,16.0,3.0,6,2013-2014,0,1,0,0
H20505-04-01,1,2014,3,1285,1.08515671048443,1368.1696839152048,0.0,138228.8830274457,,,0.0,businessman,1.0,65.0,,,0.0,14.0,3.0,2,2013-2014,0,1,0,0
H20507-04-01,1,2014,3,1286,1.08515671048443,2926.6370336589052,0.0,,,,0.0,nothing,1.0,51.0,,,0.0,16.0,3.0,5,2013-2014,0,1,0,0
H20509-04-01,1,2013,9,1289,1.06875102353536,820.6192641076325,0.0,,,,,,2.0,60.0,,,1.0,,3.0,4,2013-2014,0,1,0,1
H20510-04-01,1,2014,3,1290,1.06875102353536,2846.4869026244032,0.0,,,,0.0,nothing,1.0,38.0,,,0.0,51.0,3.0,4,2013-2014,0,1,0,0
H20601-04-01,1,2014,1,1291,1.06875102353536,1237.1500929803185,0.0,224561.18844789072,,,0.0,businessman,2.0,59.0,,,1.0,,3.0,7,2013-2014,0,1,0,1
H20603-04-01,1,2014,1,1294,1.06875102353536,801.5216366636607,816000.0,140350.7427799317,,,0.0,businessman,1.0,94.0,,,1.0,,3.0,5,2013-2014,0,1,0,0
H20603-04-03,1,2014,7,1296,1.06875102353536,782.4963487175828,50000.0,220069.96467893288,,,0.0,businessman,1.0,29.0,73.0,19.0,0.0,32.0,3.0,2,2013-2014,0,1,0,0
H20607-04-01,0,2014,8,1300,1.06875102353536,493.3553756359356,0.0,,,,,,2.0,49.0,,,1.0,,3.0,4,2013-2014,0,1,0,1
H20810-04-01,0,2014,8,1315,1.0731904059908899,4457.995169751527,0.0,754758.8903873186,,,0.0,businessman,1.0,30.0,,,0.0,51.0,3.0,6,2013-2014,0,1,0,0
H20811-04-05,0,2014,10,1320,1.07004113303359,1447.7189504752514,19090000.0,293.0552509421381,,,0.0,farmer,1.0,39.0,1.0,21.0,0.0,14.0,3.0,5,2013-2014,0,1,0,0
H20901-04-01,0,2013,12,1321,1.07531979700378,279.394072801378,575000.0,,,,,,2.0,80.0,,,1.0,,3.0,1,2013-2014,0,1,0,1
H20908-04-02,1,2014,10,1332,1.0731904059908899,1895.7393570345407,505000.0,214314.25282602868,,,0.0,businessman,2.0,31.0,,,0.0,32.0,3.0,1,2013-2014,0,1,0,1
H21102-04-01,1,2014,2,1336,1.0731904059908899,7576.978086825838,92000000.0,4081625.963088688,,,0.0,businessman,1.0,52.0,15.0,10.0,0.0,61.0,3.0,4,2013-2014,0,1,0,0
H21109-04-01,1,2014,8,1343,1.0965546293128199,5524.936269289638,0.0,273859.151501292,,,0.0,businessman,1.0,73.0,,,0.0,41.0,3.0,5,2013-2014,0,1,0,0
H21401-04-01,0,2014,4,1345,1.0965546293128199,967.2974547168167,0.0,36477.890777832814,,,0.0,businessman,2.0,66.0,,,1.0,,3.0,4,2013-2014,0,1,0,1
H21401-04-02,0,2014,4,1346,1.0965546293128199,601.0576771355271,0.0,27358.418083374614,,,0.0,businessman,1.0,48.0,13.0,13.0,1.0,,3.0,5,2013-2014,0,1,0,0
H21403-04-01,0,2013,10,1348,1.0965546293128199,1277.3445086996298,0.0,255427.72664509353,,,0.0,businessman,1.0,54.0,1.0,10.0,1.0,,3.0,6,2013-2014,0,1,0,0
H21404-04-01,0,2013,10,1349,1.0731904059908899,290.9705971142888,0.0,,,,,,2.0,45.0,,,1.0,,3.0,5,2013-2014,0,1,0,1
H21406-04-01,0,2014,4,1351,1.0731904059908899,763.8428425854926,0.0,139770.16488654044,,,0.0,businessman,2.0,48.0,,,1.0,,3.0,6,2013-2014,0,1,0,1
H21408-04-01,0,2013,10,1353,1.07531979700378,1315.2227930405575,0.0,65227.76730795247,,,0.0,businessman,2.0,41.0,,,1.0,12.0,3.0,6,2013-2014,0,1,0,1
H21505-04-01,0,2014,8,1359,1.08552613447724,299.70050937878347,0.0,,,,,,2.0,19.0,,,1.0,,3.0,2,2013-2014,0,1,0,1
H21603-04-01,1,2013,11,1366,1.07004113303359,406.7080886472621,0.0,,,,0.0,nothing,2.0,42.0,,,1.0,,3.0,7,2013-2014,0,1,0,1
H21612-04-02,0,2014,5,1371,1.07004113303359,531.5600298770488,0.0,,,,,,2.0,25.0,73.0,19.0,1.0,,3.0,8,2013-2014,0,1,0,1
H21703-04-01,0,2013,9,1373,1.07531979700378,272.9232888198741,0.0,,,,,,2.0,72.0,,,1.0,,3.0,3,2013-2014,0,1,0,1
H21706-04-01,0,2013,9,1376,1.07531979700378,761.8269674223883,0.0,204590.30012559763,,,0.0,businessman,1.0,55.0,,,1.0,,3.0,8,2013-2014,0,1,0,0
H21711-04-01,0,2013,9,1380,1.07578104320216,894.9569286436664,0.0,22309.37248026032,,,0.0,businessman,1.0,63.0,,,1.0,,3.0,8,2013-2014,0,1,0,0
H22001-04-01,1,2013,10,1381,1.07578104320216,1646.7552447555586,0.0,418300.73400488094,,,0.0,businessman,1.0,35.0,8.0,21.0,0.0,16.0,3.0,6,2013-2014,0,1,0,0
H22003-04-01,1,2013,10,1383,1.0965546293128199,9064.161287101862,28420000.0,-194244.76839195972,,,0.0,businessman,1.0,35.0,,,0.0,41.0,3.0,7,2013-2014,0,1,0,0
H22004-04-03,1,2014,4,1385,1.0965546293128199,1735.3116807622475,0.0,501570.99819520116,,,0.0,businessman,1.0,28.0,22.0,19.0,0.0,51.0,3.0,3,2013-2014,0,1,0,0
H22004-04-05,1,2014,4,1387,1.07578104320216,2933.386088207543,21836000.0,892374.8992104125,,,0.0,businessman,2.0,29.0,21.0,19.0,0.0,34.0,3.0,4,2013-2014,0,1,0,1
H22101-04-02,0,2014,6,1391,1.0693649877067402,817.5453878247238,2645000.0,,,,0.0,nothing,1.0,31.0,15.0,19.0,0.0,17.0,3.0,4,2013-2014,0,1,0,0
H22101-04-03,1,2014,6,1392,1.0747256362995699,106.107588729662,85000.0,,,,,,2.0,86.0,,,1.0,,3.0,1,2013-2014,0,1,0,1
H22301-04-01,1,2014,1,1405,1.0693649877067402,4382.413444321141,4908000.0,486269.89472990273,,,0.0,businessman,1.0,28.0,12.0,19.0,1.0,41.0,3.0,5,2013-2014,0,1,0,0
H22303-04-01,0,2014,8,1407,1.0868319920274498,595.693109258229,4415000.0,,,,,,1.0,44.0,,,0.0,16.0,3.0,3,2013-2014,0,1,0,0
H22401-04-01,0,2013,11,1418,1.0747256362995699,3021.008941492987,0.0,186243.6366057173,,,0.0,businessman,1.0,51.0,,,0.0,17.0,3.0,11,2013-2014,0,1,0,0
H22401-04-02,0,2013,11,1419,1.0747256362995699,1013.237550682908,0.0,55973.155833188386,,,0.0,businessman,2.0,20.0,1.0,19.0,0.0,16.0,3.0,4,2013-2014,0,1,0,1
H22404-04-01,0,2013,11,1420,1.0693649877067402,459.9958020900959,0.0,,,,,,2.0,32.0,,,0.0,17.0,3.0,3,2013-2014,0,1,0,1
H22407-04-03,1,2014,7,1424,1.0731904059908899,3046.9066401709056,475000.0,,,,0.0,nothing,1.0,28.0,,1.0,0.0,51.0,1.0,3,2013-2014,0,0,0,0
H22807-04-01,0,2014,7,1443,1.07004113303359,734.5166866562563,0.0,105.19932085102393,,,0.0,farmer,2.0,59.0,,,1.0,,3.0,1,2013-2014,0,1,0,1
H23104-04-02,0,2013,11,1449,1.0965546293128199,390.8813797113622,0.0,,,,,,1.0,22.0,1.0,19.0,0.0,15.0,3.0,2,2013-2014,0,1,0,0
H23109-04-02,0,2014,5,1455,1.07578104320216,490.6344617241076,0.0,,,,,,1.0,25.0,13.0,19.0,0.0,34.0,3.0,1,2013-2014,0,1,0,0
H23304-04-01,0,2013,12,1461,1.0693649877067402,650.3924928255408,430000.0,28054.032388263608,,,0.0,businessman,2.0,57.0,,,1.0,,3.0,8,2013-2014,0,1,0,1
H23404-04-02,1,2014,4,1470,1.06875102353536,1128.8216948843044,0.0,149707.45896526045,,,0.0,businessman,2.0,19.0,1.0,19.0,1.0,,3.0,3,2013-2014,0,1,0,1
H23410-04-01,0,2013,10,1476,1.07578104320216,1550.7412355475012,0.0,12084.24342680767,,,0.0,businessman,2.0,32.0,,,1.0,,3.0,5,2013-2014,0,1,0,1
H23503-04-03,0,2014,7,1482,1.07578104320216,823.2338888310608,5150000.0,,,,0.0,nothing,2.0,30.0,73.0,19.0,0.0,17.0,3.0,6,2013-2014,0,1,0,1
H23509-04-02,1,2014,10,1491,1.08552613447724,1903.611030103642,8655000.0,,,,,,1.0,59.0,,,1.0,12.0,3.0,6,2013-2014,0,1,0,0
H23509-04-03,0,2014,10,1492,1.08552613447724,811.4989552903658,470000.0,222.21140429225392,,,0.0,farmer,1.0,30.0,22.0,19.0,0.0,17.0,3.0,5,2013-2014,0,1,0,0
H23603-04-01,0,2013,11,1499,1.07578104320216,1546.0698952791456,2555000.0,343936.15907067986,,,0.0,businessman,1.0,34.0,3.0,19.0,0.0,31.0,3.0,6,2013-2014,0,1,0,0
H23708-04-03,1,2014,9,1518,1.0868319920274498,2801.692513510311,20312000.0,,,,0.0,nothing,1.0,34.0,,19.0,0.0,34.0,1.0,6,2013-2014,0,0,0,0
H23710-04-01,0,2014,8,1520,1.0868319920274498,644.9903775548559,720000.0,,,,0.0,nothing,1.0,77.0,,,0.0,14.0,3.0,2,2013-2014,0,1,0,0
H23710-04-02,1,2014,8,1521,1.0868319920274498,208.92651801903733,747000.0,,,,,,2.0,81.0,,,1.0,,3.0,1,2013-2014,0,1,0,1
H23806-04-02,1,2014,5,1526,1.07531979700378,1090.6146912825786,52656001.0,10229.515006279878,,,0.0,businessman,1.0,22.0,34.0,5.0,0.0,34.0,3.0,4,2013-2014,0,1,0,0
H23812-04-01,1,2014,5,1531,1.07578104320216,546.4390112376229,0.0,,,,0.0,nothing,2.0,70.0,,,1.0,,3.0,4,2013-2014,0,1,0,1
H23908-04-01,0,2014,8,1541,1.0868319920274498,1370.2221961466453,0.0,277.4305142234408,,,0.0,farmer,2.0,33.0,16.0,19.0,1.0,12.0,3.0,6,2013-2014,0,1,0,1
H24210-04-01,1,2014,8,1555,1.0747256362995699,1042.8038008306307,0.0,,,,0.0,nothing,1.0,47.0,,,0.0,14.0,3.0,5,2013-2014,0,1,0,0
H24401-04-03,0,2014,8,1559,1.0868319920274498,352.1233449759056,0.0,,,,0.0,nothing,,,,,,,,1,2013-2014,0,0,0,0
H24408-04-01,0,2014,8,1563,1.07531979700378,650.5294829405218,15800000.0,,,,,,1.0,42.0,16.0,19.0,0.0,33.0,3.0,1,2013-2014,0,1,0,0
H24502-04-01,0,2014,2,1566,1.07531979700378,1083.8922657017945,120000.0,18599.118193236143,,,0.0,businessman,2.0,40.0,,,0.0,33.0,3.0,6,2013-2014,0,1,0,1
H24505-04-01,0,2014,2,1567,1.07531979700378,1650.5891472819433,0.0,,,,,,2.0,42.0,,,1.0,,3.0,12,2013-2014,0,1,0,1
H24506-04-02,0,2014,8,1569,1.07531979700378,463.52382587506014,1284000.0,46497.79548309036,,,0.0,businessman,1.0,52.0,,,1.0,,3.0,5,2013-2014,0,1,0,0
H24507-04-01,0,2014,2,1570,1.07531979700378,810.4297448834616,3070000.0,,,,,,1.0,53.0,,,1.0,12.0,3.0,5,2013-2014,0,1,0,0
H24509-04-01,1,2014,2,1571,1.07531979700378,922.5181029630676,0.0,,,,0.0,nothing,1.0,62.0,73.0,10.0,0.0,61.0,3.0,7,2013-2014,0,1,0,0
H24511-04-01,0,2014,8,1573,1.0693649877067402,784.4907582427053,0.0,37405.37651768482,,,0.0,businessman,2.0,34.0,51.0,10.0,1.0,13.0,3.0,8,2013-2014,0,1,0,1
H24801-04-01,0,2013,12,1582,1.0965546293128199,403.99536539431915,40000.0,,,,,,2.0,81.0,,,1.0,,3.0,1,2013-2014,0,1,0,1
H25003-04-01,0,2014,7,1594,1.08552613447724,1453.6329364118274,8375000.0,,,,,,1.0,55.0,,,0.0,,3.0,1,2013-2014,0,1,0,0
H25006-04-01,0,2014,1,1597,1.07531979700378,433.5425267607589,5250000.0,,,,,,1.0,53.0,,,0.0,16.0,3.0,1,2013-2014,0,1,0,0
H25202-04-01,0,2014,4,1603,1.0747256362995699,329.97661661217603,0.0,,,,,,2.0,54.0,,,1.0,,4.0,1,2013-2014,0,0,1,1
H25203-04-01,0,2013,10,1604,1.0747256362995699,1450.041129507659,0.0,,,,0.0,nothing,1.0,38.0,3.0,19.0,0.0,51.0,4.0,7,2013-2014,0,0,1,0
H25207-04-01,1,2014,4,1607,1.0731904059908899,2644.5978262108297,0.0,149.84373409203286,,,0.0,farmer,1.0,29.0,,,0.0,17.0,4.0,5,2013-2014,0,0,1,0
H25402-04-02,0,2014,1,1613,1.09481231747301,1091.3228956317043,3770000.0,790089.7589429291,,,0.0,businessman,1.0,26.0,73.0,19.0,0.0,14.0,4.0,4,2013-2014,0,0,1,0
H25408-04-02,1,2014,8,1620,1.0747256362995699,2185.025016999833,16175000.0,3024027.612470661,,,0.0,businessman,2.0,41.0,,,0.0,34.0,4.0,5,2013-2014,0,0,1,1
H25409-04-02,0,2014,7,1622,1.0747256362995699,947.6738514502204,68640000.0,,,,0.0,nothing,1.0,22.0,15.0,19.0,0.0,17.0,4.0,3,2013-2014,0,0,1,0
H25409-04-03,0,2014,7,1623,1.0693649877067402,874.5161842171788,0.0,,,,0.0,nothing,1.0,27.0,,5.0,0.0,41.0,4.0,3,2013-2014,0,0,1,0
H25605-04-01,0,2014,2,1629,1.0868319920274498,862.9511712934768,0.0,,,,,,1.0,41.0,,,1.0,,4.0,7,2013-2014,0,0,1,0
H25606-04-01,0,2014,2,1630,1.0868319920274498,894.6778403559526,6218000.0,,,,,,2.0,79.0,,,1.0,,4.0,4,2013-2014,0,0,1,1
H25608-04-01,0,2014,8,1632,1.0731904059908899,798.494206094275,10840000.0,186360.21984872068,,,0.0,businessman,2.0,50.0,,,0.0,14.0,4.0,2,2013-2014,0,0,1,1
H25609-04-06,1,2014,8,1637,1.07004113303359,1981.4465487764285,20005000.0,,,,,,1.0,27.0,17.0,21.0,0.0,33.0,4.0,1,2013-2014,0,0,1,0
H25609-04-07,0,2014,10,1638,1.07004113303359,564.2541869409831,20005000.0,,,,0.0,nothing,1.0,24.0,73.0,19.0,0.0,51.0,4.0,1,2013-2014,0,0,1,0
H25701-04-01,1,2013,11,1642,1.08552613447724,1326.146265359541,0.0,313212.1735270195,,,0.0,businessman,2.0,36.0,5.0,10.0,0.0,51.0,4.0,2,2013-2014,0,0,1,1
H25702-04-02,1,2014,10,1644,1.07004113303359,751.0263328200331,0.0,,,,0.0,nothing,1.0,22.0,17.0,19.0,0.0,34.0,4.0,1,2013-2014,0,0,1,0
H25703-04-03,0,2014,10,1646,1.07531979700378,1527.0690708350146,0.0,278986.77289854217,,,0.0,businessman,2.0,27.0,14.0,19.0,0.0,34.0,4.0,4,2013-2014,0,0,1,1
H25705-04-02,1,2013,11,1649,1.07531979700378,1093.7062880737421,0.0,,,,0.0,nothing,1.0,36.0,2.0,19.0,0.0,34.0,4.0,3,2013-2014,0,0,1,0
H25706-04-01,1,2014,5,1650,1.0747256362995699,3264.301053414151,0.0,5722652.564776876,,,0.0,businessman,1.0,41.0,,,0.0,33.0,4.0,6,2013-2014,0,0,1,0
H25706-04-03,0,2014,6,1652,1.0693649877067402,3832.009037042256,26165001.0,,,,0.0,nothing,2.0,27.0,34.0,1.0,0.0,61.0,1.0,2,2013-2014,0,0,0,1
H25706-04-04,1,2014,6,1653,1.0693649877067402,4531.781039938923,26165001.0,,,,,,1.0,25.0,51.0,1.0,0.0,61.0,1.0,1,2013-2014,0,0,0,0
H25901-04-01,0,2014,6,1657,1.0747256362995699,1572.6943083443189,0.0,65.4629869450796,,,0.0,farmer,2.0,25.0,14.0,19.0,0.0,51.0,4.0,4,2013-2014,0,0,1,1
H25903-04-02,0,2014,2,1660,1.0965546293128199,681.7157396156495,0.0,,,,0.0,nothing,1.0,27.0,,,0.0,13.0,4.0,6,2013-2014,0,0,1,0
H25903-04-03,0,2014,2,1661,1.07578104320216,1224.0348838560128,30210000.0,,,,0.0,nothing,1.0,58.0,,,0.0,13.0,4.0,6,2013-2014,0,0,1,0
H25903-04-05,1,2014,2,1663,1.07531979700378,9347.98213007966,0.0,929955.9096618072,,,0.0,businessman,1.0,32.0,,,0.0,61.0,1.0,1,2013-2014,0,0,0,0
H25909-04-01,0,2014,8,1670,1.0747256362995699,2661.250262688214,41474000.0,,,,0.0,nothing,1.0,43.0,,,0.0,51.0,4.0,7,2013-2014,0,0,1,0
H25910-04-01,0,2014,8,1671,1.0747256362995699,3702.0700314529713,31670000.0,209.48155822425477,,,0.0,farmer,1.0,71.0,,,0.0,17.0,4.0,6,2013-2014,0,0,1,0
H25910-04-02,1,2014,8,1672,1.0747256362995699,1980.4682896396005,0.0,,,,0.0,nothing,2.0,27.0,,19.0,0.0,51.0,4.0,2,2013-2014,0,0,1,1
H25910-04-03,1,2014,10,1673,1.0693649877067402,1034.7284745797174,8810000.0,,,,0.0,nothing,1.0,33.0,16.0,19.0,0.0,,4.0,6,2013-2014,0,0,1,0
H26008-04-01,1,2014,2,1674,1.0693649877067402,904.6644356076024,8358000.0,,,,,,2.0,83.0,,,1.0,,4.0,4,2013-2014,0,0,1,1
H26009-04-06,1,2014,8,1680,1.08552613447724,1990.857494929928,0.0,,,,0.0,nothing,1.0,30.0,51.0,1.0,0.0,51.0,4.0,2,2013-2014,0,0,1,0
H26106-04-02,0,2013,10,1685,1.0693649877067402,760.5022934673036,0.0,,,,0.0,nothing,1.0,37.0,2.0,19.0,1.0,15.0,4.0,3,2013-2014,0,0,1,0
H26109-04-01,0,2013,10,1688,1.0693649877067402,614.8941920277039,0.0,,,,,,2.0,34.0,,,0.0,17.0,4.0,5,2013-2014,0,0,1,1
H26201-04-03,0,2014,7,1692,1.0965546293128199,570.5288825079983,4185000.0,45597.363472291014,,,0.0,businessman,1.0,43.0,,,0.0,12.0,4.0,1,2013-2014,0,0,1,0
H26202-04-01,0,2014,7,1693,1.0965546293128199,1803.1730314065808,0.0,556287.8343619504,,,0.0,businessman,2.0,44.0,15.0,19.0,0.0,16.0,4.0,5,2013-2014,0,0,1,1
H26203-04-02,0,2014,7,1695,1.0731904059908899,2071.6616640791294,0.0,372720.43969744135,,,0.0,businessman,1.0,26.0,,,0.0,34.0,4.0,4,2013-2014,0,0,1,0
H26207-04-01,0,2014,7,1700,1.0731904059908899,1822.4744158943495,29680000.0,,,,0.0,nothing,1.0,47.0,,,0.0,34.0,4.0,5,2013-2014,0,0,1,0
H26209-04-02,0,2014,7,1703,1.0868319920274498,1679.5216514911374,0.0,644628.650845926,,,0.0,businessman,1.0,32.0,17.0,19.0,0.0,17.0,4.0,5,2013-2014,0,0,1,0
H26209-04-05,1,2014,7,1706,1.08515671048443,1342.2005715249065,0.0,,,,0.0,nothing,1.0,23.0,34.0,10.0,0.0,32.0,4.0,3,2013-2014,0,0,1,0
H26306-04-01,0,2013,11,1711,1.07004113303359,1301.4080818465955,0.0,,,,0.0,nothing,1.0,36.0,,,0.0,13.0,4.0,7,2013-2014,0,0,1,0
H26403-04-01,0,2014,2,1716,1.06875102353536,361.5528104733733,1505000.0,,,,,,1.0,41.0,,,1.0,11.0,4.0,3,2013-2014,0,0,1,0
H26407-04-01,1,2014,2,1719,1.0965546293128199,1173.7722239240186,220000.0,,,,0.0,nothing,1.0,50.0,,,1.0,,4.0,5,2013-2014,0,0,1,0
H26501-04-01,1,2013,12,1725,1.07531979700378,380.7696885116051,0.0,,,,,,2.0,54.0,,,0.0,17.0,4.0,1,2013-2014,0,0,1,1
H26502-04-02,0,2013,12,1727,1.07004113303359,1687.235261341422,0.0,,,,,,1.0,52.0,,,0.0,17.0,4.0,6,2013-2014,0,0,1,0
H26503-04-01,1,2013,12,1729,1.07004113303359,814.4277092257843,0.0,,,,,,1.0,63.0,,,1.0,,4.0,6,2013-2014,0,0,1,0
H26506-04-01,1,2014,6,1732,1.07531979700378,1586.348641865569,0.0,,,,,,2.0,42.0,,,0.0,13.0,4.0,6,2013-2014,0,0,1,1
H26507-04-01,1,2014,7,1733,1.07531979700378,3272.491152245887,0.0,1441431.6599758014,,,0.0,businessman,1.0,61.0,,,0.0,34.0,4.0,5,2013-2014,0,0,1,0
H26511-04-02,1,2014,6,1736,1.07578104320216,635.6616103632241,0.0,,,,,,1.0,20.0,14.0,1.0,0.0,17.0,4.0,2,2013-2014,0,0,1,0
H26604-04-01,1,2013,12,1742,1.0747256362995699,1008.0580616059348,0.0,,,,,,1.0,26.0,51.0,1.0,0.0,51.0,4.0,4,2013-2014,0,0,1,0
H27004-04-01,1,2014,3,1748,1.07004113303359,1353.7909854296945,0.0,78.89949063826795,,,0.0,farmer,1.0,37.0,14.0,1.0,0.0,14.0,4.0,4,2013-2014,0,0,1,0
H27006-04-02,1,2014,5,1751,1.07531979700378,2291.448403050107,0.0,,,,0.0,nothing,1.0,27.0,2.0,19.0,0.0,16.0,1.0,5,2013-2014,0,0,0,0
H27007-04-01,1,2013,10,1752,1.07531979700378,805.9720936962033,0.0,,,,,,1.0,56.0,,,0.0,17.0,4.0,5,2013-2014,0,0,1,0
H27010-04-02,1,2013,10,1755,1.07004113303359,2622.9745500375834,0.0,140181.5270173276,,,0.0,businessman,2.0,39.0,5.0,10.0,0.0,51.0,4.0,3,2013-2014,0,0,1,1
H27010-04-03,1,2014,7,1756,1.0747256362995699,4182.221617611092,0.0,,,,0.0,nothing,1.0,32.0,51.0,10.0,0.0,61.0,1.0,1,2013-2014,0,0,0,0
